项目名称,id,确权区域ID,初始日期,项目进展情况,填海情况,填海超面积情况,海域使用上报情况,动态监测情况,违法情况,用海调整情况,调整上报情况,调整上报审批情况,确权发证情况,受益方上报情况,受益方上报审批情况,relevance
项目名称1477,1477,1053,2016-05-01,竣工,填海,正常,已上报,已监测,违法,有调整,未上报,未通过,未发证,已上报,未通过,0.6157264709472656
项目名称1222,1222,873,2014-06-01,竣工,未填海,超面积,上报预警,未监测,合法,无调整,已上报,未通过,未发证,已上报,未通过,0.6157264709472656
项目名称208,208,142,2016-06-01,竣工,填海,正常,已上报,已监测,违法,有调整,未上报,未通过,未发证,已上报,未通过,0.6157264709472656
项目名称477,477,338,2016-04-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,未发证,未上报,未通过,0.6157264709472656
项目名称1759,1759,1269,2016-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,未上报,未通过,未发证,已上报,未通过,0.6157264709472656
项目名称998,998,725,2014-05-01,竣工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,未通过,0.6157264709472656
项目名称1259,1259,901,2012-02-01,开工,填海,正常,已上报,已监测,合法,有调整,已上报,未通过,未发证,未上报,未通过,0.6157264709472656
项目名称1621,1621,1157,2013-05-01,开工,未填海,超面积,上报预警,未监测,合法,无调整,已上报,未通过,未发证,未上报,未通过,0.6157263517379761
项目名称491,491,348,2015-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,未上报,未通过,未发证,已上报,未通过,0.6157263517379761
项目名称1537,1537,1102,2014-02-01,竣工,未填海,正常,已上报,未监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1540,1540,1103,2014-06-01,竣工,填海,超面积,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1031,1031,745,2016-03-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2059,2059,1507,2013-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称13,13,8,2016-05-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2064,2064,1509,2016-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称529,529,379,2014-06-01,竣工,填海,正常,已上报,未监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2065,2065,1510,2015-04-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称531,531,381,2016-02-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称24,24,18,2013-04-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1562,1562,1121,2012-05-01,竣工,填海,正常,已上报,已监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2075,2075,1519,2014-03-01,竣工,填海,超面积,已上报,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称796,796,570,2016-06-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2335,2335,1702,2010-05-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称292,292,209,2010-04-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1324,1324,949,2011-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1838,1838,1335,2015-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1839,1839,1336,2012-02-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称50,50,36,2015-05-01,竣工,填海,正常,已上报,已监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称52,52,39,2015-06-01,开工,未填海,正常,已上报,已监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称60,60,46,2010-06-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称67,67,49,2011-02-01,开工,填海,正常,已上报,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1603,1603,1148,2014-05-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称580,580,418,2015-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称325,325,234,2015-02-01,开工,未填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2374,2374,1733,2015-05-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称584,584,420,2014-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2131,2131,1558,2016-05-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1365,1365,977,2010-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称344,344,250,2014-06-01,开工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1118,1118,803,2013-03-01,竣工,未填海,正常,已上报,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1379,1379,987,2014-05-01,竣工,未填海,正常,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1127,1127,809,2014-06-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1640,1640,1168,2012-04-01,验收,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1129,1129,811,2016-04-01,开工,未填海,正常,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2153,2153,1573,2014-05-01,开工,填海,正常,已上报,已监测,违法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1642,1642,1170,2011-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1391,1391,993,2016-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称624,624,446,2015-02-01,竣工,填海,正常,已上报,已监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称120,120,82,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2424,2424,1771,2015-04-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2428,2428,1774,2015-04-01,开工,填海,正常,已上报,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1675,1675,1198,2014-05-01,开工,未填海,正常,已上报,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称909,909,655,2015-06-01,竣工,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1677,1677,1199,2010-06-01,竣工,填海,超面积,已上报,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称655,655,471,2015-03-01,验收,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1681,1681,1202,2015-03-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1173,1173,837,2016-03-01,竣工,填海,超面积,已上报,已监测,违法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2200,2200,1609,2015-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称667,667,479,2011-06-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2468,2468,1806,2010-03-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2213,2213,1617,2015-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称934,934,676,2012-03-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1448,1448,1034,2012-06-01,开工,填海,正常,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1704,1704,1226,2016-04-01,开工,填海,正常,已上报,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2472,2472,1810,2015-02-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称170,170,115,2015-04-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2478,2478,1815,2015-02-01,竣工,填海,正常,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称175,175,120,2016-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1201,1201,857,2012-05-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称180,180,124,2015-06-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1973,1973,1438,2014-03-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1718,1718,1235,2012-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称186,186,128,2016-04-01,开工,填海,超面积,已上报,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称443,443,316,2011-02-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称700,700,499,2011-04-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2236,2236,1632,2015-06-01,竣工,未填海,超面积,已上报,已监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称959,959,693,2013-03-01,竣工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称963,963,695,2014-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2499,2499,1835,2012-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称709,709,506,2010-05-01,开工,填海,正常,已上报,未监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1478,1478,1055,2016-05-01,开工,填海,超面积,已上报,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称725,725,517,2013-05-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2007,2007,1462,2011-02-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2523,2523,1849,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称220,220,151,2016-03-01,验收,未填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称735,735,525,2012-06-01,开工,未填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称1503,1503,1074,2012-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1505,1505,1076,2015-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称229,229,159,2015-04-01,开工,未填海,超面积,已上报,已监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称999,999,726,2016-05-01,开工,填海,正常,已上报,未监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2024,2024,1475,2016-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1261,1261,902,2011-02-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称751,751,534,2011-03-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1519,1519,1087,2015-06-01,竣工,填海,正常,已上报,已监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1775,1775,1283,2010-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称752,752,535,2012-06-01,验收,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1010,1010,733,2013-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2294,2294,1671,2016-06-01,开工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称504,504,359,2013-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称2299,2299,1675,2013-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1276,1276,914,2014-06-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.446069598197937
项目名称2300,2300,1677,2014-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.446069598197937
项目名称1792,1792,1298,2012-06-01,竣工,未填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2309,2309,1684,2016-04-01,竣工,未填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1546,1546,1109,2015-06-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称787,787,562,2013-06-01,竣工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称1043,1043,752,2016-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称788,788,564,2012-06-01,竣工,未填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1560,1560,1119,2016-05-01,开工,填海,正常,已上报,已监测,违法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1051,1051,759,2013-05-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称797,797,571,2014-03-01,竣工,填海,超面积,上报预警,未监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1566,1566,1124,2015-05-01,验收,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2081,2081,1522,2016-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1570,1570,1126,2016-03-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称549,549,395,2012-06-01,竣工,未填海,正常,已上报,已监测,违法,有调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称2088,2088,1526,2015-04-01,竣工,未填海,超面积,已上报,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2096,2096,1531,2011-06-01,开工,填海,正常,已上报,已监测,违法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称1074,1074,773,2012-03-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称56,56,44,2013-06-01,验收,未填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称830,830,599,2012-06-01,竣工,未填海,正常,上报预警,未监测,违法,有调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称831,831,600,2011-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2112,2112,1544,2013-06-01,开工,填海,正常,已上报,未监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称833,833,601,2015-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1094,1094,787,2011-05-01,开工,填海,超面积,上报预警,已监测,违法,有调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称72,72,54,2013-06-01,竣工,未填海,正常,上报预警,未监测,违法,有调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1355,1355,970,2011-05-01,验收,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1872,1872,1361,2016-06-01,竣工,填海,超面积,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称81,81,61,2010-06-01,竣工,未填海,超面积,已上报,未监测,违法,无调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称853,853,615,2016-06-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称2389,2389,1745,2016-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称854,854,616,2012-06-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2390,2390,1746,2012-05-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称1624,1624,1158,2015-04-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2403,2403,1754,2010-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称112,112,77,2014-04-01,竣工,填海,超面积,已上报,未监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称2164,2164,1581,2014-02-01,开工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1402,1402,1001,2010-05-01,开工,填海,正常,上报预警,未监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称380,380,274,2012-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2175,2175,1591,2015-03-01,开工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称384,384,276,2014-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称905,905,651,2015-05-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称145,145,101,2010-05-01,开工,填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2456,2456,1798,2012-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称1437,1437,1027,2010-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称670,670,480,2011-06-01,开工,未填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1182,1182,842,2011-03-01,竣工,填海,超面积,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称2469,2469,1807,2011-04-01,竣工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称1702,1702,1224,2016-06-01,开工,填海,正常,已上报,已监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称2470,2470,1808,2015-06-01,验收,填海,正常,已上报,已监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1707,1707,1228,2014-06-01,开工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2477,2477,1814,2013-06-01,开工,填海,超面积,已上报,未监测,违法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称943,943,681,2013-04-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称688,688,491,2014-03-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称435,435,313,2016-06-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称695,695,496,2015-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称1720,1720,1238,2015-05-01,验收,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1979,1979,1442,2011-04-01,开工,填海,正常,已上报,已监测,合法,无调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称1470,1470,1047,2012-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称193,193,132,2016-06-01,开工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称961,961,694,2014-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称962,962,695,2012-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1986,1986,1447,2014-03-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称965,965,697,2015-05-01,竣工,填海,超面积,已上报,未监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称199,199,135,2012-04-01,竣工,填海,超面积,已上报,已监测,违法,无调整,已上报,已通过,未发证,未上报,未通过,0.44606947898864746
项目名称201,201,137,2014-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称2251,2251,1642,2010-06-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称2512,2512,1842,2015-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称981,981,709,2015-06-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称2009,2009,1464,2012-06-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称474,474,337,2013-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称484,484,343,2015-04-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称486,486,343,2012-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1766,1766,1276,2012-06-01,开工,填海,超面积,上报预警,已监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1262,1262,902,2015-05-01,开工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1009,1009,732,2015-05-01,竣工,填海,正常,已上报,未监测,合法,有调整,已上报,未通过,未发证,未上报,已通过,0.44606947898864746
项目名称757,757,540,2015-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1528,1528,1092,2013-06-01,竣工,填海,正常,上报预警,已监测,违法,有调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称507,507,362,2013-04-01,竣工,填海,超面积,已上报,未监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称763,763,544,2016-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称1533,1533,1097,2011-05-01,验收,填海,超面积,上报预警,未监测,合法,有调整,已上报,未通过,未发证,已上报,已通过,0.44606947898864746
项目名称510,510,364,2013-05-01,开工,填海,超面积,上报预警,已监测,违法,无调整,已上报,已通过,未发证,已上报,未通过,0.44606947898864746
项目名称267,267,187,2013-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称2318,2318,1691,2013-04-01,开工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称2063,2063,1509,2012-04-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称1330,1330,953,2016-05-01,开工,填海,正常,上报预警,已监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称1604,1604,1148,2016-05-01,竣工,未填海,正常,已上报,未监测,违法,有调整,未上报,未通过,未发证,未上报,已通过,0.4460693597793579
项目名称78,78,58,2015-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称2140,2140,1564,2013-02-01,竣工,填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
项目名称2405,2405,1756,2014-06-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,未发证,未上报,未通过,0.4460693597793579
项目名称2418,2418,1768,2011-06-01,验收,填海,超面积,上报预警,已监测,合法,有调整,未上报,未通过,未发证,已上报,已通过,0.4460693597793579
项目名称372,372,268,2012-05-01,验收,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,未发证,已上报,未通过,0.4460693597793579
